261.97,285.35
249.30,263.81
236.62,242.26
223.95,220.71
211.27,199.16
186.15,436.04
195.12,459.37
204.10,482.71
213.08,506.04
222.06,529.37
266.56,214.58
273.56,190.59
280.57,166.59
287.57,142.59
294.58,118.59
176.84,87.18
152.55,81.28
128.26,75.37
103.96,69.47
79.67,63.57
